id,name,description,brand,segment,category,category_path,color,material,premium,price,original_price,discount_pct,in_stock,avg_rating,rating_count,sizes,images,embed_text
ay-000082,Top 'OVERSIZE',"A heavy sand-coloured cotton tee with a dropped shoulder and a boxy body. Thick enough to hold its shape and survive a hot wash without warping. The neck ribbing is doubled, which stops it going slack after a season.",NU-IN,men,Tops,Clothing|Tops,sand,Organic cotton,false,34.90,,,true,4.4,176,XS|S|M|L|XL,https://pub-2e4a163f7e1b4ee49c544ba33966ad8e.r2.dev/catalog/ay-000082-1.jpg,"Top 'OVERSIZE' NU-IN Tops A heavy sand-coloured cotton tee with a dropped shoulder and a boxy body. Thick enough to hold its shape and survive a hot wash without warping. The neck ribbing is doubled, which stops it going slack after a season."
ay-000083,Top 'BLOSSOM',"A floaty rose top with tie shoulders and a gently gathered neckline. Light viscose that moves with you, cut short enough to sit above a high waistband.",VILA,women,Tops,Clothing|Tops,rose,Viscose,false,27.90,,,true,,,XS|S|M|L|XL,https://pub-2e4a163f7e1b4ee49c544ba33966ad8e.r2.dev/catalog/ay-000083-1.jpg,"Top 'BLOSSOM' VILA Tops A floaty rose top with tie shoulders and a gently gathered neckline. Light viscose that moves with you, cut short enough to sit above a high waistband."
ay-000084,Top 'DINO',"A green cotton t-shirt with a printed dinosaur across the chest. Soft, pre-shrunk and made to go through the washing machine several times a week. The print is screen-printed rather than applied as a transfer, so it does not crack.",ABOUT YOU,kids,Tops,Clothing|Tops,green,Organic cotton,false,10.32,12.90,20,true,4.4,288,110|116|122|128,https://pub-2e4a163f7e1b4ee49c544ba33966ad8e.r2.dev/catalog/ay-000084-1.jpg,"Top 'DINO' ABOUT YOU Tops A green cotton t-shirt with a printed dinosaur across the chest. Soft, pre-shrunk and made to go through the washing machine several times a week. The print is screen-printed rather than applied as a transfer, so it does not crack."
ay-000085,Top 'RACER',"A red sleeveless top with contrast piping at the arms and neck. Light cotton for summer holidays, cut generously so it lasts more than one season. Sold in a wide range of sizes, and the seams are covered to avoid rubbing.",ABOUT YOU,kids,Tops,Clothing|Tops,red,Cotton,false,11.90,,,true,4.1,154,110|116|122|128,https://pub-2e4a163f7e1b4ee49c544ba33966ad8e.r2.dev/catalog/ay-000085-1.jpg,"Top 'RACER' ABOUT YOU Tops A red sleeveless top with contrast piping at the arms and neck. Light cotton for summer holidays, cut generously so it lasts more than one season. Sold in a wide range of sizes, and the seams are covered to avoid rubbing."
ay-000086,Pants 'MILAN',"Tailored black trousers with a pressed crease and a straight leg. The crepe holds a sharp line all day, which makes them a dependable choice for formal settings.",MORE & MORE,women,Pants,Clothing|Pants,black,Crepe,false,69.90,,,true,4.3,164,25|26|27|28|29|30|31,https://pub-2e4a163f7e1b4ee49c544ba33966ad8e.r2.dev/catalog/ay-000086-1.jpg,"Pants 'MILAN' MORE & MORE Pants Tailored black trousers with a pressed crease and a straight leg. The crepe holds a sharp line all day, which makes them a dependable choice for formal settings."
ay-000087,Pants 'CARGO',"Loose khaki cargo trousers with bellowed thigh pockets and an elastic hem. Sturdy twill that softens with wear, cut wide through the leg. There are six pockets in total, and the waistband takes a belt without bunching.",NU-IN,men,Pants,Clothing|Pants,khaki,Cotton twill,false,41.93,59.90,30,true,4.1,197,29|30|31|32|33|34|36,https://pub-2e4a163f7e1b4ee49c544ba33966ad8e.r2.dev/catalog/ay-000087-1.jpg,"Pants 'CARGO' NU-IN Pants Loose khaki cargo trousers with bellowed thigh pockets and an elastic hem. Sturdy twill that softens with wear, cut wide through the leg. There are six pockets in total, and the waistband takes a belt without bunching."
ay-000088,Pants 'LINO',Wide linen trousers with a drawstring waist and deep side pockets. They crumple in the way linen does and look better for it after a day out.,American Vintage,women,Pants,Clothing|Pants,ecru,Linen,false,89.90,,,true,4.4,87,25|26|27|28|29|30|31,https://pub-2e4a163f7e1b4ee49c544ba33966ad8e.r2.dev/catalog/ay-000088-1.jpg,Pants 'LINO' American Vintage Pants Wide linen trousers with a drawstring waist and deep side pockets. They crumple in the way linen does and look better for it after a day out.
ay-000089,Pants 'CHINO',"A slim navy chino with a flat front and a clean hem. Cotton with a little stretch, cut to work under a blazer or with a knitted polo.",s.Oliver,men,Pants,Clothing|Pants,navy,Cotton,false,49.90,,,true,4.2,312,29|30|31|32|33|34|36,https://pub-2e4a163f7e1b4ee49c544ba33966ad8e.r2.dev/catalog/ay-000089-1.jpg,"Pants 'CHINO' s.Oliver Pants A slim navy chino with a flat front and a clean hem. Cotton with a little stretch, cut to work under a blazer or with a knitted polo."
ay-000090,Pants 'PALAZZO',"Fluid camel palazzo trousers with a high elastic waist and a long, sweeping leg. Comfortable as loungewear but smart enough for a lunch out. Fully opaque despite the light weight, with a short lining through the hip.",VILA,women,Pants,Clothing|Pants,camel,Viscose,false,33.68,44.90,25,true,4.0,143,25|26|27|28|29|30|31,https://pub-2e4a163f7e1b4ee49c544ba33966ad8e.r2.dev/catalog/ay-000090-1.jpg,"Pants 'PALAZZO' VILA Pants Fluid camel palazzo trousers with a high elastic waist and a long, sweeping leg. Comfortable as loungewear but smart enough for a lunch out. Fully opaque despite the light weight, with a short lining through the hip."
ay-000091,Pants 'JOGGER',"Brushed grey joggers with ribbed cuffs and a drawstring waist. Warm inside, plain outside, and the two zipped pockets keep keys where they should be. The cuffs sit close at the ankle so the leg does not ride up when seated.",NU-IN,men,Pants,Clothing|Pants,grey,Cotton blend,false,39.90,,,true,4.3,258,29|30|31|32|33|34|36,https://pub-2e4a163f7e1b4ee49c544ba33966ad8e.r2.dev/catalog/ay-000091-1.jpg,"Pants 'JOGGER' NU-IN Pants Brushed grey joggers with ribbed cuffs and a drawstring waist. Warm inside, plain outside, and the two zipped pockets keep keys where they should be. The cuffs sit close at the ankle so the leg does not ride up when seated."
ay-000092,Pants 'SATIN',High-waisted satin trousers in champagne with a fluid drape and a straight leg. They catch the light at every step and pair naturally with a simple knit.,NA-KD,women,Pants,Clothing|Pants,champagne,Satin,false,54.90,,,false,3.9,76,25|26|27|28|29|30|31,https://pub-2e4a163f7e1b4ee49c544ba33966ad8e.r2.dev/catalog/ay-000092-1.jpg,Pants 'SATIN' NA-KD Pants High-waisted satin trousers in champagne with a fluid drape and a straight leg. They catch the light at every step and pair naturally with a simple knit.
ay-000093,Jacket 'DENIM',"A cropped denim jacket in a light stonewash with a boxy fit and metal buttons. The classic layer for spring, worn open over a dress or buttoned over a tee.",ONLY,women,Jackets,Clothing|Jackets,light blue,Denim,false,59.90,,,true,4.3,341,XS|S|M|L|XL,https://pub-2e4a163f7e1b4ee49c544ba33966ad8e.r2.dev/catalog/ay-000093-1.jpg,"Jacket 'DENIM' ONLY Jackets A cropped denim jacket in a light stonewash with a boxy fit and metal buttons. The classic layer for spring, worn open over a dress or buttoned over a tee."
ay-000094,Jacket 'BOMBER',A navy nylon bomber with ribbed trims and a striped tape at the sleeve. Light insulation makes it right for those weeks that are neither warm nor cold.,Tommy Hilfiger,men,Jackets,Clothing|Jackets,navy,Nylon,false,112.43,149.90,25,true,4.4,168,XS|S|M|L|XL,https://pub-2e4a163f7e1b4ee49c544ba33966ad8e.r2.dev/catalog/ay-000094-1.jpg,Jacket 'BOMBER' Tommy Hilfiger Jackets A navy nylon bomber with ribbed trims and a striped tape at the sleeve. Light insulation makes it right for those weeks that are neither warm nor cold.
ay-000095,Jacket 'BIKER',"A black faux leather biker with asymmetric zips and a fitted waist. The lining is smooth enough to slip over a knit without dragging. Zipped cuffs let it close neatly over a sleeve, and the collar folds flat.",NA-KD,women,Jackets,Clothing|Jackets,black,Faux leather,false,79.90,,,true,4.1,224,XS|S|M|L|XL,https://pub-2e4a163f7e1b4ee49c544ba33966ad8e.r2.dev/catalog/ay-000095-1.jpg,"Jacket 'BIKER' NA-KD Jackets A black faux leather biker with asymmetric zips and a fitted waist. The lining is smooth enough to slip over a knit without dragging. Zipped cuffs let it close neatly over a sleeve, and the collar folds flat."
ay-000096,Jacket 'PUFFA',"A lightweight olive puffer with a quilted body and a packable hood. Warm for its weight, and the water-repellent shell handles drizzle without a coat. It packs into a stuff sack roughly the size of a water bottle for travelling.",s.Oliver,men,Jackets,Clothing|Jackets,olive,Recycled polyester,false,129.90,,,true,4.2,189,XS|S|M|L|XL,https://pub-2e4a163f7e1b4ee49c544ba33966ad8e.r2.dev/catalog/ay-000096-1.jpg,"Jacket 'PUFFA' s.Oliver Jackets A lightweight olive puffer with a quilted body and a packable hood. Warm for its weight, and the water-repellent shell handles drizzle without a coat. It packs into a stuff sack roughly the size of a water bottle for travelling."
ay-000097,Jacket 'HARRINGTON',"A beige cotton harrington with a checked lining and a stand collar. A neat, classic jacket that works over a shirt for most of spring and autumn.",Camel Active,men,Jackets,Clothing|Jackets,beige,Cotton,false,83.93,119.90,30,true,4.3,96,XS|S|M|L|XL,https://pub-2e4a163f7e1b4ee49c544ba33966ad8e.r2.dev/catalog/ay-000097-1.jpg,"Jacket 'HARRINGTON' Camel Active Jackets A beige cotton harrington with a checked lining and a stand collar. A neat, classic jacket that works over a shirt for most of spring and autumn."
ay-000098,Jacket 'TEDDY',"A cream teddy jacket with a soft pile and a short, boxy cut. Warmer than it looks, and it goes over almost everything in a winter wardrobe.",VERO MODA,women,Jackets,Clothing|Jackets,cream,Faux fur,false,69.90,,,true,4.0,273,XS|S|M|L|XL,https://pub-2e4a163f7e1b4ee49c544ba33966ad8e.r2.dev/catalog/ay-000098-1.jpg,"Jacket 'TEDDY' VERO MODA Jackets A cream teddy jacket with a soft pile and a short, boxy cut. Warmer than it looks, and it goes over almost everything in a winter wardrobe."
ay-000099,Jacket 'SPLASH',"A turquoise rain jacket with taped seams, a fold-away hood and reflective strips. Made for walking to school in weather that changes twice a day. The cuffs adjust with a strap, and the whole thing folds into a rucksack pocket.",ABOUT YOU,kids,Jackets,Clothing|Jackets,turquoise,Recycled polyester,false,44.90,,,true,4.4,131,110|116|122|128,https://pub-2e4a163f7e1b4ee49c544ba33966ad8e.r2.dev/catalog/ay-000099-1.jpg,"Jacket 'SPLASH' ABOUT YOU Jackets A turquoise rain jacket with taped seams, a fold-away hood and reflective strips. Made for walking to school in weather that changes twice a day. The cuffs adjust with a strap, and the whole thing folds into a rucksack pocket."
ay-000100,Sweater 'CABLE',"A cream cable-knit jumper with a round neck and a slightly cropped body. Substantial without being heavy, and the cotton blend does not itch. The neckline is finished with a rolled edge that will not stretch out.",VERO MODA,women,Sweaters & knitwear,Clothing|Sweaters & knitwear,cream,Cotton blend,false,49.90,,,true,4.3,297,XS|S|M|L|XL,https://pub-2e4a163f7e1b4ee49c544ba33966ad8e.r2.dev/catalog/ay-000100-1.jpg,"Sweater 'CABLE' VERO MODA Sweaters & knitwear A cream cable-knit jumper with a round neck and a slightly cropped body. Substantial without being heavy, and the cotton blend does not itch. The neckline is finished with a rolled edge that will not stretch out."
ay-000101,Cardigan 'ELLA',A long grey cardigan with patch pockets and a soft wool blend that drapes rather than stands. It works as an indoor layer or a light coat in September.,ONLY,women,Sweaters & knitwear,Clothing|Sweaters & knitwear,grey,Wool blend,false,47.92,59.90,20,true,4.1,214,XS|S|M|L|XL,https://pub-2e4a163f7e1b4ee49c544ba33966ad8e.r2.dev/catalog/ay-000101-1.jpg,Cardigan 'ELLA' ONLY Sweaters & knitwear A long grey cardigan with patch pockets and a soft wool blend that drapes rather than stands. It works as an indoor layer or a light coat in September.
ay-000102,Sweater 'MERINO',A fine-gauge navy merino knit with a clean crew neck and flat seams. Thin enough to wear under a blazer and warm enough to wear on its own.,BOSS,men,Sweaters & knitwear,Clothing|Sweaters & knitwear,navy,Merino wool,true,159.00,,,true,4.6,84,XS|S|M|L|XL,https://pub-2e4a163f7e1b4ee49c544ba33966ad8e.r2.dev/catalog/ay-000102-1.jpg,Sweater 'MERINO' BOSS Sweaters & knitwear A fine-gauge navy merino knit with a clean crew neck and flat seams. Thin enough to wear under a blazer and warm enough to wear on its own.
ay-000103,Sweater 'NORDKAPP',"A chunky charcoal knit with a half zip and a raised collar. Built for cold mornings, with ribbed cuffs that keep the wind out at the wrist.",Camel Active,men,Sweaters & knitwear,Clothing|Sweaters & knitwear,charcoal,Wool blend,false,89.90,,,true,4.2,118,XS|S|M|L|XL,https://pub-2e4a163f7e1b4ee49c544ba33966ad8e.r2.dev/catalog/ay-000103-1.jpg,"Sweater 'NORDKAPP' Camel Active Sweaters & knitwear A chunky charcoal knit with a half zip and a raised collar. Built for cold mornings, with ribbed cuffs that keep the wind out at the wrist."
ay-000104,Sweater 'ALPACA',"An oversized alpaca-blend jumper in dusty pink with dropped shoulders and a wide neck. Feather-light, extremely soft, and best hand washed. The colour is a muted, dusty tone rather than a bright pink, which makes it easier to wear with grey and camel.",American Vintage,women,Sweaters & knitwear,Clothing|Sweaters & knitwear,dusty pink,Alpaca blend,true,97.43,129.90,25,true,4.5,71,XS|S|M|L|XL,https://pub-2e4a163f7e1b4ee49c544ba33966ad8e.r2.dev/catalog/ay-000104-1.jpg,"Sweater 'ALPACA' American Vintage Sweaters & knitwear An oversized alpaca-blend jumper in dusty pink with dropped shoulders and a wide neck. Feather-light, extremely soft, and best hand washed. The colour is a muted, dusty tone rather than a bright pink, which makes it easier to wear with grey and camel."
ay-000105,Sweater 'BEAR',"An oatmeal knit with a small embroidered bear on the chest and ribbed cuffs that stay put. Warm without being scratchy, and the cotton blend survives the washing machine several times a week.",ABOUT YOU,kids,Sweaters & knitwear,Clothing|Sweaters & knitwear,oatmeal,Cotton blend,false,32.90,,,true,4.1,141,110|116|122|128,https://pub-2e4a163f7e1b4ee49c544ba33966ad8e.r2.dev/catalog/ay-000105-1.jpg,"Sweater 'BEAR' ABOUT YOU Sweaters & knitwear An oatmeal knit with a small embroidered bear on the chest and ribbed cuffs that stay put. Warm without being scratchy, and the cotton blend survives the washing machine several times a week."
ay-000106,Sweater 'FROST',"A mustard cotton knit with a chunky rib at the hem and cuffs. Warm for autumn without overheating a child who never sits still. The neck opening is generous, which avoids the daily argument about pulling it over a head.",ABOUT YOU,kids,Sweaters & knitwear,Clothing|Sweaters & knitwear,mustard,Cotton,false,27.90,,,true,4.0,108,110|116|122|128,https://pub-2e4a163f7e1b4ee49c544ba33966ad8e.r2.dev/catalog/ay-000106-1.jpg,"Sweater 'FROST' ABOUT YOU Sweaters & knitwear A mustard cotton knit with a chunky rib at the hem and cuffs. Warm for autumn without overheating a child who never sits still. The neck opening is generous, which avoids the daily argument about pulling it over a head."
ay-000107,Coat 'HELSINKI',"A double-breasted camel coat with notched lapels and a straight, knee-length cut. The wool blend is dense enough for real winter and holds a clean line. Two deep welt pockets sit at hip height and the sleeves are lined in satin for easy layering.",MORE & MORE,women,Coats,Clothing|Coats,camel,Wool blend,true,189.90,,,true,4.5,96,XS|S|M|L|XL,https://pub-2e4a163f7e1b4ee49c544ba33966ad8e.r2.dev/catalog/ay-000107-1.jpg,"Coat 'HELSINKI' MORE & MORE Coats A double-breasted camel coat with notched lapels and a straight, knee-length cut. The wool blend is dense enough for real winter and holds a clean line. Two deep welt pockets sit at hip height and the sleeves are lined in satin for easy layering."
ay-000108,Coat 'TRENCH',"A classic beige trench with a storm flap, a buckled belt and deep raglan sleeves. Water-repellent gabardine that has outlasted every trend since it was invented. The belt buckles properly rather than tying, and the length falls just below the knee.",Lauren Ralph Lauren,women,Coats,Clothing|Coats,beige,Cotton gabardine,true,279.20,349.00,20,true,4.7,58,XS|S|M|L|XL,https://pub-2e4a163f7e1b4ee49c544ba33966ad8e.r2.dev/catalog/ay-000108-1.jpg,"Coat 'TRENCH' Lauren Ralph Lauren Coats A classic beige trench with a storm flap, a buckled belt and deep raglan sleeves. Water-repellent gabardine that has outlasted every trend since it was invented. The belt buckles properly rather than tying, and the length falls just below the knee."
ay-000109,Coat 'PARKA',"An olive parka with a fur-trimmed hood, a drawcord waist and four front pockets. Insulated for cold, wet commutes and cut long enough to cover the hips.",s.Oliver,men,Coats,Clothing|Coats,olive,Recycled polyester,false,159.90,,,true,4.3,174,XS|S|M|L|XL,https://pub-2e4a163f7e1b4ee49c544ba33966ad8e.r2.dev/catalog/ay-000109-1.jpg,"Coat 'PARKA' s.Oliver Coats An olive parka with a fur-trimmed hood, a drawcord waist and four front pockets. Insulated for cold, wet commutes and cut long enough to cover the hips."
ay-000110,Coat 'PUFFER',"A long quilted black puffer with a high collar and elastic cuffs. It reaches mid calf, which makes an enormous difference on a windy platform. Two-way zips let it open from the bottom for sitting down or cycling.",ABOUT YOU,women,Coats,Clothing|Coats,black,Recycled polyester,false,69.93,99.90,30,true,4.1,312,XS|S|M|L|XL,https://pub-2e4a163f7e1b4ee49c544ba33966ad8e.r2.dev/catalog/ay-000110-1.jpg,"Coat 'PUFFER' ABOUT YOU Coats A long quilted black puffer with a high collar and elastic cuffs. It reaches mid calf, which makes an enormous difference on a windy platform. Two-way zips let it open from the bottom for sitting down or cycling."
ay-000111,Coat 'LODEN',A structured anthracite wool coat with a concealed placket and a half lining. Formal enough for a suit underneath and sober enough for every occasion that needs one.,Camel Active,men,Coats,Clothing|Coats,anthracite,Wool blend,true,229.00,,,true,4.4,67,XS|S|M|L|XL,https://pub-2e4a163f7e1b4ee49c544ba33966ad8e.r2.dev/catalog/ay-000111-1.jpg,Coat 'LODEN' Camel Active Coats A structured anthracite wool coat with a concealed placket and a half lining. Formal enough for a suit underneath and sober enough for every occasion that needs one.
ay-000112,Skirt 'PLISSE',A pleated metallic midi skirt with an elastic waist and a soft swing. The finely pressed pleats catch the light and move well with a flat shoe.,VILA,women,Skirts,Clothing|Skirts,silver,Polyester,false,44.90,,,true,4.2,187,XS|S|M|L|XL,https://pub-2e4a163f7e1b4ee49c544ba33966ad8e.r2.dev/catalog/ay-000112-1.jpg,Skirt 'PLISSE' VILA Skirts A pleated metallic midi skirt with an elastic waist and a soft swing. The finely pressed pleats catch the light and move well with a flat shoe.
ay-000113,Skirt 'DENIM MINI',"A short A-line denim skirt with a front slit and a raw hem. Rigid cotton denim that keeps its shape rather than clinging. The waistband sits high and flat, and the slit gives enough room to walk quickly.",PIECES,women,Skirts,Clothing|Skirts,mid blue,Denim,false,26.18,34.90,25,true,4.0,256,XS|S|M|L|XL,https://pub-2e4a163f7e1b4ee49c544ba33966ad8e.r2.dev/catalog/ay-000113-1.jpg,"Skirt 'DENIM MINI' PIECES Skirts A short A-line denim skirt with a front slit and a raw hem. Rigid cotton denim that keeps its shape rather than clinging. The waistband sits high and flat, and the slit gives enough room to walk quickly."
ay-000114,Skirt 'LEATHER',"A black faux leather pencil skirt cut just below the knee with a back vent. It looks sharper than the price suggests under a plain knit. Fully lined, so it moves over tights without sticking.",NA-KD,women,Skirts,Clothing|Skirts,black,Faux leather,false,59.90,,,true,4.1,143,XS|S|M|L|XL,https://pub-2e4a163f7e1b4ee49c544ba33966ad8e.r2.dev/catalog/ay-000114-1.jpg,"Skirt 'LEATHER' NA-KD Skirts A black faux leather pencil skirt cut just below the knee with a back vent. It looks sharper than the price suggests under a plain knit. Fully lined, so it moves over tights without sticking."
ay-000115,Skirt 'FLORAL',"A light viscose skirt printed with small flowers, gathered onto an elastic waistband. It packs into nothing and shakes out without creases. There is a short cotton lining at the top, and the length falls just below the knee.",JDY,women,Skirts,Clothing|Skirts,multicolour,Viscose,false,29.90,,,true,,,XS|S|M|L|XL,https://pub-2e4a163f7e1b4ee49c544ba33966ad8e.r2.dev/catalog/ay-000115-1.jpg,"Skirt 'FLORAL' JDY Skirts A light viscose skirt printed with small flowers, gathered onto an elastic waistband. It packs into nothing and shakes out without creases. There is a short cotton lining at the top, and the length falls just below the knee."
ay-000116,Skirt 'TWEED',"An ecru tweed mini with a frayed hem and gold-tone buttons down the front. Structured, slightly retro, and best worn with opaque tights. Lined through the body, with a hook and bar closure hidden behind the top button.",MORE & MORE,women,Skirts,Clothing|Skirts,ecru,Cotton blend,false,63.92,79.90,20,false,4.3,62,XS|S|M|L|XL,https://pub-2e4a163f7e1b4ee49c544ba33966ad8e.r2.dev/catalog/ay-000116-1.jpg,"Skirt 'TWEED' MORE & MORE Skirts An ecru tweed mini with a frayed hem and gold-tone buttons down the front. Structured, slightly retro, and best worn with opaque tights. Lined through the body, with a hook and bar closure hidden behind the top button."
ay-000117,Blouse 'SILK',"An ivory silk blouse with a concealed placket and a soft collar. The fabric is heavy enough to hang cleanly rather than cling, and it presses beautifully.",millane,women,Blouses & tunics,Clothing|Blouses & tunics,ivory,Silk,true,119.90,,,true,4.5,74,XS|S|M|L|XL,https://pub-2e4a163f7e1b4ee49c544ba33966ad8e.r2.dev/catalog/ay-000117-1.jpg,"Blouse 'SILK' millane Blouses & tunics An ivory silk blouse with a concealed placket and a soft collar. The fabric is heavy enough to hang cleanly rather than cling, and it presses beautifully."
ay-000118,Blouse 'POPLIN',A crisp white cotton shirt with a classic collar and a slightly relaxed body. It is cut long enough to stay tucked in through a full day.,s.Oliver,women,Blouses & tunics,Clothing|Blouses & tunics,white,Cotton,false,37.43,49.90,25,true,4.2,168,XS|S|M|L|XL,https://pub-2e4a163f7e1b4ee49c544ba33966ad8e.r2.dev/catalog/ay-000118-1.jpg,Blouse 'POPLIN' s.Oliver Blouses & tunics A crisp white cotton shirt with a classic collar and a slightly relaxed body. It is cut long enough to stay tucked in through a full day.
ay-000119,Tunic 'MARRAKESH',A long turquoise tunic with embroidered detailing at the neckline and side slits. Designed as a beach cover-up but easily worn over trousers in town. Light enough to dry within minutes of coming out of the sea.,LASCANA,women,Blouses & tunics,Clothing|Blouses & tunics,turquoise,Viscose,false,39.90,,,true,4.0,121,XS|S|M|L|XL,https://pub-2e4a163f7e1b4ee49c544ba33966ad8e.r2.dev/catalog/ay-000119-1.jpg,Tunic 'MARRAKESH' LASCANA Blouses & tunics A long turquoise tunic with embroidered detailing at the neckline and side slits. Designed as a beach cover-up but easily worn over trousers in town. Light enough to dry within minutes of coming out of the sea.
ay-000120,Blouse 'RUFFLE',"A sheer black chiffon blouse with ruffled cuffs and a keyhole back. Light and dressy, best over a simple camisole for an evening out. The keyhole fastens with a single covered button at the nape.",VILA,women,Blouses & tunics,Clothing|Blouses & tunics,black,Chiffon,false,44.90,,,true,4.1,139,XS|S|M|L|XL,https://pub-2e4a163f7e1b4ee49c544ba33966ad8e.r2.dev/catalog/ay-000120-1.jpg,"Blouse 'RUFFLE' VILA Blouses & tunics A sheer black chiffon blouse with ruffled cuffs and a keyhole back. Light and dressy, best over a simple camisole for an evening out. The keyhole fastens with a single covered button at the nape."
ay-000121,Blazer 'CATHY',"A single-breasted black blazer with a lightly padded shoulder and a nipped waist. The crepe resists creasing, which matters on days spent in and out of chairs.",MORE & MORE,women,Blazers,Clothing|Blazers,black,Crepe,false,99.90,,,true,4.4,152,XS|S|M|L|XL,https://pub-2e4a163f7e1b4ee49c544ba33966ad8e.r2.dev/catalog/ay-000121-1.jpg,"Blazer 'CATHY' MORE & MORE Blazers A single-breasted black blazer with a lightly padded shoulder and a nipped waist. The crepe resists creasing, which matters on days spent in and out of chairs."
ay-000122,Blazer 'OVERSIZE',"A relaxed sand-coloured blazer with dropped shoulders and a longline body. Worn open over a tee it reads casual, buttoned over trousers it reads sharp. Two flap pockets and a single vent at the back keep the line clean when it hangs open.",NA-KD,women,Blazers,Clothing|Blazers,sand,Polyester blend,false,55.93,79.90,30,true,4.1,197,XS|S|M|L|XL,https://pub-2e4a163f7e1b4ee49c544ba33966ad8e.r2.dev/catalog/ay-000122-1.jpg,"Blazer 'OVERSIZE' NA-KD Blazers A relaxed sand-coloured blazer with dropped shoulders and a longline body. Worn open over a tee it reads casual, buttoned over trousers it reads sharp. Two flap pockets and a single vent at the back keep the line clean when it hangs open."
ay-000123,Blazer 'HAYES',A slim navy wool blazer with a half canvas construction and horn-look buttons. Tailored cleanly through the chest and cut to sit properly over a shirt. It comes with a spare button and is cut to allow a light alteration at the waist.,BOSS,men,Blazers,Clothing|Blazers,navy,Wool blend,true,329.00,,,true,4.6,48,XS|S|M|L|XL,https://pub-2e4a163f7e1b4ee49c544ba33966ad8e.r2.dev/catalog/ay-000123-1.jpg,Blazer 'HAYES' BOSS Blazers A slim navy wool blazer with a half canvas construction and horn-look buttons. Tailored cleanly through the chest and cut to sit properly over a shirt. It comes with a spare button and is cut to allow a light alteration at the waist.
ay-000124,Hoodie 'CLASSIC',"A heavyweight grey hoodie in brushed organic cotton with a double-layer hood. Thick, warm and cut roomy enough to layer over a t-shirt and a shirt. The cotton is heavy enough that the hood stands up rather than collapsing at the neck.",NU-IN,men,Hoodies,Clothing|Hoodies,grey,Organic cotton,false,59.90,,,true,4.4,286,XS|S|M|L|XL,https://pub-2e4a163f7e1b4ee49c544ba33966ad8e.r2.dev/catalog/ay-000124-1.jpg,"Hoodie 'CLASSIC' NU-IN Hoodies A heavyweight grey hoodie in brushed organic cotton with a double-layer hood. Thick, warm and cut roomy enough to layer over a t-shirt and a shirt. The cotton is heavy enough that the hood stands up rather than collapsing at the neck."
ay-000125,Hoodie 'LOGO',"A navy hoodie with a flocked chest logo and a kangaroo pocket. Soft inside, sturdy outside, and it holds its colour through a lot of washing. The cuffs and hem are ribbed tightly, which keeps the shape after repeated washing.",Tommy Hilfiger,men,Hoodies,Clothing|Hoodies,navy,Cotton blend,false,74.93,99.90,25,true,4.3,214,XS|S|M|L|XL,https://pub-2e4a163f7e1b4ee49c544ba33966ad8e.r2.dev/catalog/ay-000125-1.jpg,"Hoodie 'LOGO' Tommy Hilfiger Hoodies A navy hoodie with a flocked chest logo and a kangaroo pocket. Soft inside, sturdy outside, and it holds its colour through a lot of washing. The cuffs and hem are ribbed tightly, which keeps the shape after repeated washing."
ay-000126,Hoodie 'CROP',A cropped lilac hoodie with a wide rib at the hem and a drawstring hood. It sits at the high waist and works over leggings or wide jeans.,ABOUT YOU,women,Hoodies,Clothing|Hoodies,lilac,Cotton blend,false,39.90,,,true,4.0,331,XS|S|M|L|XL,https://pub-2e4a163f7e1b4ee49c544ba33966ad8e.r2.dev/catalog/ay-000126-1.jpg,Hoodie 'CROP' ABOUT YOU Hoodies A cropped lilac hoodie with a wide rib at the hem and a drawstring hood. It sits at the high waist and works over leggings or wide jeans.
ay-000127,Hoodie 'ZIP',A full-zip black hoodie with a brushed interior and side pockets. Plain enough to wear anywhere and warm enough to replace a light jacket. The zip has a chin guard at the top so it does not catch on the way up.,s.Oliver,men,Hoodies,Clothing|Hoodies,black,Cotton,false,69.90,,,true,4.2,176,XS|S|M|L|XL,https://pub-2e4a163f7e1b4ee49c544ba33966ad8e.r2.dev/catalog/ay-000127-1.jpg,Hoodie 'ZIP' s.Oliver Hoodies A full-zip black hoodie with a brushed interior and side pockets. Plain enough to wear anywhere and warm enough to replace a light jacket. The zip has a chin guard at the top so it does not catch on the way up.
ay-000128,Hoodie 'ROCKET',"A blue hoodie printed with a rocket on the back, made from soft organic cotton. The hood has no drawstrings, which keeps it safe for younger children.",ABOUT YOU,kids,Hoodies,Clothing|Hoodies,blue,Organic cotton,false,23.92,29.90,20,true,4.3,167,110|116|122|128,https://pub-2e4a163f7e1b4ee49c544ba33966ad8e.r2.dev/catalog/ay-000128-1.jpg,"Hoodie 'ROCKET' ABOUT YOU Hoodies A blue hoodie printed with a rocket on the back, made from soft organic cotton. The hood has no drawstrings, which keeps it safe for younger children."
ay-000129,Sneakers 'AARHUS',"A low white leather trainer with perforated stripes and a gum sole. The shape is narrow and clean, which keeps it looking smart with chinos as well as jeans.",adidas Originals,men,Sneakers,Shoes|Sneakers,white,Leather,false,99.95,,,true,4.5,412,41|42|43|44|45,https://pub-2e4a163f7e1b4ee49c544ba33966ad8e.r2.dev/catalog/ay-000129-1.jpg,"Sneakers 'AARHUS' adidas Originals Sneakers A low white leather trainer with perforated stripes and a gum sole. The shape is narrow and clean, which keeps it looking smart with chinos as well as jeans."
